dataset,z_ini,z_fin,x_ini,x_fin,y_ini,y_fin,voidmean,rockmedian,sigla_campo,bacia,condition,formacao,direcao_amostra,klinkenberg,codigo_facies,permeabilidade_longitudinal_m_d,porosidade_perc,log_pixelquadrado,cod_8cl,cod_10cl,reservatorio,classperm,classporo,log_perm,quantiles4,quantiles5,quantiles10
/data/LL69_V016227H_SUJA_P_36000nm.nc,60,1328,192,923,190,921,1617.263712,4164.951493,TUP,SANTOS,SUJA,BVE,VH1,TRUE,RDS,0.801,14.9,-7.126043907,RDS,RDS,LPQHPR,LPQ,HPR,-0.096367484,"  375., 5550., 5872., 6116.,63952.","  375., 5424., 5768., 5967., 6175.,63952.","  375., 4854., 5424., 5639., 5768., 5872., 5967., 6064., 6175., 6332.,
 63952."
/data/SRR5_V018897H_LIMPA_P_45110nm.nc,70,1630,162,724,186,748,4526.156015,7772.695865,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,0.278,12.1,-7.553210157,LMT,LMT,LPQHPR,LPQ,HPR,-0.555955204," 5203.,12047.,12352.,12661.,50694."," 5203.,11969.,12237.,12467.,12739.,50694."," 5203.,11752.,11969.,12115.,12237.,12352.,12467.,12591.,12739.,12951.,
 50694."
/data/BUZ27D_586320_LIMPA_AL_29365nm.nc,80,1440,242,1128,249,1135,3408.276925,2525.780595,BUZ,SANTOS,LIMPA,ITP,,,GST,17.17,25.7,-5.784993826,GST,GST,HPQHPR,HPQ,HPR,1.234770295," 2314., 5534., 5954., 6247.,48069."," 2314., 5374., 5823., 6070., 6315.,48069."," 2314., 4822., 5374., 5652., 5823., 5954., 6070., 6186., 6315., 6488.,
 48069."
/data/BUZ39DA_583150_SUJA_AL_36000nm.nc,65,1475,210,906,242,938,6065.774766,4359.644767,BUZ,SANTOS,SUJA,BVE,,,ETR,50.5,11.3,-5.28376877,ETR,ETR,HPQHPR,HPQ,HPR,1.703291378," 2753.,10094.,10421.,10634.,59996."," 2753., 9941.,10324.,10507.,10682.,59996."," 2753., 9374., 9941.,10193.,10324.,10421.,10507.,10590.,10682.,10805.,
 59996."
/data/RJS753_312600_LIMPA_AL_28000nm.nc,110,1430,255,1186,271,1202,5497.675916,6190.455349,,CAMPOS(M),LIMPA,,,,,36.3,16.2,-5.461545467,,,HPQHPR,HPQ,HPR,1.559906625," 3543.,10950.,11667.,12333.,59381."," 3543.,10760.,11405.,11921.,12493.,59381."," 3543.,10232.,10760.,11115.,11405.,11667.,11921.,12188.,12493.,12908.,
 59381."
/data/RJS749_T012387V_LIMPA_P_58500nm.nc,75,1150,129,562,129,562,1821.400705,5521.615571,MRO,SANTOS,LIMPA,BVE,IV1,TRUE,,,,,,,,,,," 2014., 7035., 7328., 7564.,59709."," 2014., 6940., 7228., 7420., 7619.,59709."," 2014., 6555., 6940., 7109., 7228., 7328., 7420., 7514., 7619., 7758.,
 59709."
/data/MA0002DRJS_E0775_LIMPA_P_30270nm.nc,55,1445,225,1090,221,1086,2657.451599,3317.357609,MA,CAMPOS(M),LIMPA,,IV1,FALSE,,,,,,,,,,," 2066., 5784., 5999., 6219.,60055."," 2066., 5731., 5918., 6081., 6275.,60055."," 2066., 5591., 5731., 5832., 5918., 5999., 6081., 6169., 6275., 6429.,
 60055."
/data/ESS227D_768730_SUJA_AL_29660nm.nc,255,1675,199,728,223,752,6255.021143,2249.004932,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,," 4826., 8390., 8535., 8703.,59734."," 4826., 8353., 8480., 8592., 8759.,59734."," 4826., 8249., 8353., 8422., 8480., 8535., 8592., 8660., 8759., 8957.,
 59734."
/data/RJS749_T012368H_LIMPA_P_58500nm.nc,50,960,134,562,141,569,1671.19023,4693.424745,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 1686., 5882., 6351., 6638.,57736."," 1686., 5684., 6210., 6470., 6698.,57736."," 1686., 4834., 5684., 6019., 6210., 6351., 6470., 6581., 6698., 6845.,
 57736."
/data/MRO12_577840_LIMPA_AL_28830nm.nc,85,1095,289,1197,289,1197,3117.466343,5921.670349,MRO,SANTOS,LIMPA,,,,PKS,2.04,16,-6.715467482,PKS,PKS,LPQHPR,LPQ,HPR,0.309630167," 2547., 8619., 9077., 9511.,61504."," 2547., 8499., 8909., 9242., 9617.,61504."," 2547., 8162., 8499., 8724., 8909., 9077., 9242., 9416., 9617., 9892.,
 61504."
/data/BUZ54_566400_SUJA_AL_19500nm.nc,80,1135,267,1163,257,1153,3860.287177,3387.760143,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 1092., 6821., 7276., 7694.,65335."," 1092., 6700., 7110., 7436., 7794.,65335."," 1092., 6354., 6700., 6926., 7110., 7276., 7436., 7603., 7794., 8053.,
 65335."
/data/BUZ52_583400_SUJA_AL_40300nm.nc,300,1510,184,830,187,833,7873.664383,2799.751308,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 6011.,10447.,10673.,10834.,43089."," 6011.,10366.,10601.,10738.,10870.,43089."," 6011.,10089.,10366.,10509.,10601.,10673.,10738.,10801.,10870.,10961.,
 43089."
/data/RJS752_543820_LIMPA_AL_15000nm.nc,85,1925,286,1352,317,1383,9361.478499,2651.625818,,SANTOS,LIMPA,,,,GST,12.5,15.7,-5.500023582,GST,GST,HPQHPR,HPQ,HPR,1.096910013," 7325.,11716.,11999.,12262.,59869."," 7325.,11642.,11896.,12099.,12325.,59869."," 7325.,11429.,11642.,11782.,11896.,11999.,12099.,12204.,12325.,12491.,
 59869."
/data/BUZ54_569120_SUJA_AL_22470nm.nc,70,1430,219,990,229,1000,3964.477928,3858.100334,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 1400., 7464., 7839., 8136.,63317."," 1400., 7358., 7708., 7958., 8201.,63317."," 1400., 7058., 7358., 7554., 7708., 7839., 7958., 8075., 8201., 8365.,
 63317."
/data/SPS108_645640_SUJA_AL_43700nm.nc,250,1515,188,776,189,777,10839.70992,3758.8147,,SANTOS,SUJA,,,,,0.015,9.9,-8.832862934,,,LPQHPR,LPQ,HPR,-1.823908741,"11474.,14443.,14660.,14922.,61535.","11474.,14394.,14574.,14753.,14991.,61535.","11474.,14263.,14394.,14489.,14574.,14660.,14753.,14860.,14991.,15169.,
 61535."
/data/BUZ7_V015779H_LIMPA_P_40635nm.nc,60,1620,167,791,181,805,3858.430522,3255.496715,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,3.55,7,-6.447178022,ETR,ETR,LPQHPR,LPQ,HPR,0.550228353,"    0., 6832., 7204., 7504.,63502.","    0., 6722., 7075., 7323., 7572.,63502.","    0., 6355., 6722., 6923., 7075., 7204., 7323., 7442., 7572., 7746.,
 63502."
/data/BUZ33_T013078H_LIMPA_P_50570nm.nc,115,1675,151,659,159,667,6579.285603,4465.240931,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,1.47,8.3,-6.841432664,LMT,LMT,LPQHPR,LPQ,HPR,0.167317335," 7187.,10852.,11031.,11192.,55014."," 7187.,10805.,10966.,11093.,11230.,55014."," 7187.,10671.,10805.,10894.,10966.,11031.,11093.,11157.,11230.,11327.,
 55014."
/data/ESS227D_757510_SUJA_AL_29660nm.nc,195,1625,190,712,189,711,12348.91961,1952.869662,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,,"10200.,14132.,14304.,14497.,65266.","10200.,14080.,14243.,14367.,14567.,65266.","10200.,13910.,14080.,14174.,14243.,14304.,14367.,14445.,14567.,14778.,
 65266."
/data/3RJS731RJ_V012198V_LIMPA_P_40330nm.nc,75,1655,177,821,178,822,3391.539206,4579.051291,MRO,SANTOS,LIMPA,ITP,VV1,TRUE,,11.9,16.3,-5.942717884,,,HPQHPR,HPQ,HPR,1.075546961," 1736., 7417., 8064., 8461.,65335."," 1736., 7164., 7871., 8227., 8547.,65335."," 1736., 6242., 7164., 7605., 7871., 8064., 8227., 8381., 8547., 8761.,
 65335."
/data/RJS681_F3911H_LIMPA_P_31944nm.nc,125,1605,223,1032,235,1044,3001.997879,3738.865296,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,,5630,25.1,-3.26340391,,,HPQHPR,HPQ,HPR,3.750508395," 2271., 5716., 6729., 7864.,65535."," 2271., 5312., 6385., 7188., 8006.,65535."," 2271., 4131., 5312., 6000., 6385., 6729., 7188., 7673., 8006., 8227.,
 65535."
/data/SPS77A_F4591H_LIMPA_P_27000nm.nc,60,1220,282,1252,281,1251,3642.883534,4059.973238,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,,,,,,,,,,," 2444., 7336., 7747., 8132.,63411."," 2444., 7229., 7596., 7894., 8224.,63411."," 2444., 6923., 7229., 7430., 7596., 7747., 7894., 8048., 8224., 8461.,
 63411."
/data/LL31D_V010783H_SECA_P_38000nm.nc,132,1710,202,888,212,898,3345.991575,3766.377616,TUP,SANTOS,SECA,BVE,IH1,TRUE,,,,,,,,,,," 2958., 6664., 7183., 7458.,62697."," 2958., 6473., 7030., 7304., 7509.,62697."," 2958., 5674., 6473., 6813., 7030., 7183., 7304., 7409., 7509., 7623.,
 62697."
/data/MRO12_574960_LIMPA_AL_34000nm.nc,60,843,273,1043,248,1018,1672.425722,4634.458528,MRO,SANTOS,LIMPA,,,,LMT,0.347,7.5,-7.484846477,LMT,LMT,LPQHPR,LPQ,HPR,-0.459670525," 1739., 6039., 6442., 6778.,42385."," 1739., 5930., 6302., 6573., 6858.,42385."," 1739., 5678., 5930., 6136., 6302., 6442., 6573., 6706., 6858., 7066.,
 42385."
/data/SPS95_F6721H_ANTES_P_41250nm.nc,60,1425,164,797,173,806,1696.062687,4285.019909,SPH,SANTOS,ANTES,BVE,VH1,TRUE,GST,200,12.1,-4.721861997,GST,GST,HPQHPR,HPQ,HPR,2.301029996," 1065., 5556., 6010., 6277.,27654."," 1065., 5391., 5870., 6123., 6330.,27654."," 1065., 4764., 5391., 5682., 5870., 6010., 6123., 6226., 6330., 6461.,
 27654."
/data/RJS733_V012693H_LIMPA_P_42300nm.nc,60,1420,161,782,161,782,4076.786666,3461.838383,SEP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,18,14.7,-5.772828097,GST,GST,HPQHPR,HPQ,HPR,1.255272505," 1683., 7262., 7571., 7846.,61271."," 1683., 7176., 7461., 7677., 7912.,61271."," 1683., 6919., 7176., 7336., 7461., 7571., 7677., 7787., 7912., 8084.,
 61271."
/data/RJS733_V012693H_SECA_P_40510nm.nc,140,1535,220,859,244,883,5555.947625,3096.299258,SEP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,18,14.7,-5.760090365,GST,GST,HPQHPR,HPQ,HPR,1.255272505," 3597., 8377., 8658., 8864.,62163."," 3597., 8289., 8565., 8741., 8910.,62163."," 3597., 8016., 8289., 8449., 8565., 8658., 8741., 8821., 8910., 9030.,
 62163."
/data/SPS77A_F5050H_SUJA_P_41960nm.nc,560,2056,203,842,191,830,2727.922106,5126.707627,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 2815., 7642., 7897., 8134.,61907."," 2815., 7577., 7802., 7990., 8188.,61907."," 2815., 7404., 7577., 7699., 7802., 7897., 7990., 8084., 8188., 8321.,
 61907."
/data/LL007_F7753H_LIMPA_P_38500nm.nc,60,1550,195,867,194,866,2323.380882,3862.862747,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,2.95,15.8,-6.545074656,GST,GST,LPQHPR,LPQ,HPR,0.469822016," 1603., 5869., 6203., 6547.,65335."," 1603., 5786., 6077., 6330., 6637.,65335."," 1603., 5563., 5786., 5943., 6077., 6203., 6330., 6469., 6637., 6892.,
 65335."
/data/RJS752_560860_LIMPA_AL_15000nm.nc,150,1935,318,1390,326,1398,8107.657389,3238.213044,,SANTOS,LIMPA,,,,,,,,,,,,,," 7287.,11070.,11371.,11674.,61147."," 7287.,10995.,11258.,11485.,11749.,61147."," 7287.,10798.,10995.,11137.,11258.,11371.,11485.,11606.,11749.,11949.,
 61147."
/data/SPS77A_F5857H_LIMPA_P_38211nm.nc,65,1565,160,824,182,846,7094.306475,3423.845001,SPH,SANTOS,LIMPA,BVE,VH2,TRUE,,,,,,,,,,," 4418.,10320.,10507.,10670.,61625."," 4418.,10265.,10441.,10569.,10710.,61625."," 4418.,10097.,10265.,10365.,10441.,10507.,10569.,10634.,10710.,10820.,
 61625."
/data/LL69_V016144H_LIMPA_P_40000nm.nc,155,1315,387,1024,362,999,3563.816082,7386.049119,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,,286.8,17,-4.544056367,,,HPQHPR,HPQ,HPR,2.457579147," 1932.,10310.,11000.,11550.,38499."," 1932.,10100.,10764.,11218.,11672.,38499."," 1932., 9352.,10100.,10481.,10764.,11000.,11218.,11435.,11672.,11985.,
 38499."
/data/RJS683A_F7969H_LIMPA_P_37121nm.nc,50,1590,208,904,211,907,4418.689165,3199.263776,A559,SANTOS,LIMPA,,VH1,TRUE,GST,572,21.3,-4.256298452,GST,GST,HPQHPR,HPQ,HPR,2.757396029," 2663., 7201., 7653., 7983.,61360."," 2663., 7056., 7503., 7788., 8051.,61360."," 2663., 6579., 7056., 7318., 7503., 7653., 7788., 7918., 8051., 8212.,
 61360."
/data/RJS683A_F7969H_LIMPA_P_37085nm.nc,95,1640,208,909,206,907,3942.950709,3216.043711,A559,SANTOS,LIMPA,,VH1,TRUE,GST,572,21.3,-4.261673241,GST,GST,HPQHPR,HPQ,HPR,2.757396029," 1203., 6733., 7219., 7589.,62494."," 1203., 6582., 7055., 7369., 7669.,62494."," 1203., 6095., 6582., 6856., 7055., 7219., 7369., 7514., 7669., 7865.,
 62494."
/data/BUZ52_591700_SUJA_AL_38000nm.nc,100,1510,211,893,236,918,2011.1359,5118.556146,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 2018., 6848., 7137., 7392.,60187."," 2018., 6766., 7034., 7235., 7453.,60187."," 2018., 6510., 6766., 6917., 7034., 7137., 7235., 7337., 7453., 7609.,
 60187."
/data/SPS77A_F4653H_LIMPA_P_32666nm.nc,55,1585,201,995,194,988,2574.605678,3516.473386,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,7.21,7.5,-6.159134323,ETR,ETR,LPQHPR,LPQ,HPR,0.857935265," 2318., 5881., 6103., 6304.,60725."," 2318., 5822., 6022., 6181., 6351.,60725."," 2318., 5641., 5822., 5933., 6022., 6103., 6181., 6261., 6351., 6469.,
 60725."
/data/SPS77A_F4996H_SUJA_P_40330nm.nc,568,1984,206,844,191,829,18918.04914,10670.13608,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,,"18540.,28857.,29545.,30069.,65535.","18540.,28636.,29314.,29755.,30185.,65535.","18540.,27829.,28636.,29033.,29314.,29545.,29755.,29961.,30185.,30481.,
 65535."
/data/BUZ43_572720_LIMPA_AL_22870nm.nc,100,1348,220,974,237,991,2381.430068,3860.579904,BUZ,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1981., 5981., 6255., 6495.,65334."," 1981., 5902., 6158., 6348., 6553.,65334."," 1981., 5650., 5902., 6047., 6158., 6255., 6348., 6443., 6553., 6701.,
 65334."
/data/RJS688A_F6547H_ANTES_P_37800nm.nc,150,1728,207,889,205,887,3706.577893,3971.889966,BUZ,SANTOS,ANTES,ITP,VH1,TRUE,GST,15.3,17.3,-5.827097585,GST,GST,HPQHPR,HPQ,HPR,1.184691431," 3446., 7364., 7705., 7971.,63384."," 3446., 7256., 7590., 7810., 8031.,63384."," 3446., 6902., 7256., 7451., 7590., 7705., 7810., 7915., 8031., 8182.,
 63384."
/data/SPH6_F9470H_LIMPA_P_29930nm.nc,84,1356,237,1111,244,1118,2352.229537,4302.876704,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,1730,18,-3.786426863,ETR,ETR,HPQHPR,HPQ,HPR,3.238046103," 1241., 5683., 6633., 7045.,52804."," 1241., 5294., 6369., 6820., 7120.,52804."," 1241., 4170., 5294., 5970., 6369., 6633., 6820., 6972., 7120., 7298.,
 52804."
/data/RJS752_594000_LIMPA_AL_15000nm.nc,120,1890,284,1350,308,1374,4239.606063,3699.697345,,SANTOS,LIMPA,,,,,,,,,,,,,," 4539., 7623., 7957., 8291.,64350."," 4539., 7539., 7832., 8082., 8373.,64350."," 4539., 7319., 7539., 7697., 7832., 7957., 8082., 8216., 8373., 8592.,
 64350."
/data/SPS69_F2335H_LIMPA_P_40910nm.nc,60,1050,208,846,198,836,7615.127375,14661.75095,SPH,SANTOS,LIMPA,BVE,VH2,TRUE,,664,16.8,-4.200368904,,,HPQHPR,HPQ,HPR,2.822168079," 5894.,20824.,22460.,23441.,58136."," 5894.,20152.,21983.,22861.,23651.,58136."," 5894.,17787.,20152.,21313.,21983.,22460.,22861.,23243.,23651.,24169.,
 58136."
/data/RJS752_575150_LIMPA_AL_15000nm.nc,96,1872,326,1404,319,1397,3900.325974,3560.68448,,SANTOS,LIMPA,,,,,,,,,,,,,," 2680., 7163., 7490., 7819.,65335."," 2680., 7082., 7367., 7613., 7902.,65335."," 2680., 6867., 7082., 7236., 7367., 7490., 7613., 7745., 7902., 8123.,
 65335."
/data/LL07RJS_F7748H_SECA_P_30360nm.nc,245,1605,288,1140,329,1181,9634.820349,3518.281592,TUP,SANTOS,SECA,BVE,VH1,TRUE,GST,9.78,15.4,-6.024380536,GST,GST,LPQHPR,LPQ,HPR,0.990338855," 5444.,12654.,13200.,13584.,61482."," 5444.,12481.,13024.,13352.,13680.,61482."," 5444.,11986.,12481.,12797.,13024.,13200.,13352.,13502.,13680.,13993.,
 61482."
/data/RJS744_V018074V_LIMPA_P_55000nm.nc,105,1645,154,623,146,615,1741.817632,4243.90637,MRO,SANTOS,LIMPA,BVE,VV1,TRUE,,0.651,10.4,-7.198726743,,,LPQHPR,LPQ,HPR,-0.186419011," 2232., 5835., 6026., 6178.,53771."," 2232., 5777., 5961., 6086., 6213.,53771."," 2232., 5600., 5777., 5883., 5961., 6026., 6086., 6146., 6213., 6304.,
 53771."
/data/BR069DA_T011207H_LIMPA_P_41000nm.nc,60,1800,183,807,207,831,2808.681526,4076.681344,BR,CAMPOS(M),LIMPA,MCB,IH1,FALSE,,,,,,,,,,," 2314., 6483., 6886., 7214.,61118."," 2314., 6345., 6748., 7017., 7284.,61118."," 2314., 5781., 6345., 6586., 6748., 6886., 7017., 7147., 7284., 7452.,
 61118."
/data/BAZ2_V5422_LIMPA_P_45351nm.nc,85,1675,181,748,164,731,9793.816618,2349.91071,JUB,CAMPOS(M),LIMPA,MCB,VH1,TRUE,DOL,42.47,28.6,-5.38149426,DOL,DOL,HPQHPR,HPQ,HPR,1.628082261," 9298.,11872.,12180.,12449.,60000."," 9298.,11789.,12069.,12285.,12511.,60000."," 9298.,11551.,11789.,11944.,12069.,12180.,12285.,12392.,12511.,12672.,
 60000."
/data/RJS709_G0175H_LIMPA_P_37226nm.nc,45,1685,181,880,176,875,4811.941421,3832.212527,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,FLO,110,14.5,-4.978491079,OUTROS,FLO,HPQHPR,HPQ,HPR,2.041392685," 3562., 8183., 8623., 8815.,63736."," 3562., 7926., 8513., 8706., 8853.,63736."," 3562., 6810., 7926., 8335., 8513., 8623., 8706., 8779., 8853., 8945.,
 63736."
/data/SPS106_623500_LIMPA_AL_32000nm.nc,234,1728,222,954,225,957,3696.274548,5741.566652,,SANTOS,LIMPA,,,,ETR,0.238,9.3,-7.551981829,ETR,ETR,LPQHPR,LPQ,HPR,-0.623423043,"  111., 9027., 9441., 9855.,64310.","  111., 8919., 9288., 9593., 9967.,64310.","  111., 8622., 8919., 9121., 9288., 9441., 9593., 9759., 9967.,10330.,
 64310."
/data/RJS748_V018613H_LIMPA_P_54980nm.nc,85,1705,146,617,127,598,13508.83967,3976.657379,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 1937.,16815.,17495.,17968.,61884."," 1937.,16605.,17275.,17678.,18107.,61884."," 1937.,15902.,16605.,16990.,17275.,17495.,17678.,17860.,18107.,18721.,
 61884."
/data/LL30_V010537H_LIMPA_P_42000nm.nc,50,1535,166,786,169,789,4699.459413,4672.05718,TUP,SANTOS,LIMPA,,VH1,TRUE,GST,0.199,7.7,-7.721665551,GST,GST,LPQHPR,LPQ,HPR,-0.701146924," 5117., 9067., 9381., 9671.,58888."," 5117., 8982., 9267., 9492., 9741.,58888."," 5117., 8741., 8982., 9140., 9267., 9381., 9492., 9608., 9741., 9926.,
 58888."
/data/BUZ44_568900_SUJA_AL_24000nm.nc,192,1236,228,879,223,874,4080.519612,3693.480374,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 3105., 7546., 7810., 8072.,64915."," 3105., 7478., 7712., 7909., 8136.,64915."," 3105., 7284., 7478., 7606., 7712., 7810., 7909., 8014., 8136., 8297.,
 64915."
/data/RJS704_F8989V_LIMPA_P_44460nm.nc,32,1284,156,741,164,749,1456.101973,3162.491086,ITP,SANTOS,LIMPA,BVE,VV1,TRUE,,0.044,9.6,-8.37603464,,,LPQHPR,LPQ,HPR,-1.356547324,"  423., 4469., 4760., 5031.,60023.","  423., 4387., 4655., 4863., 5098.,60023.","  423., 4120., 4387., 4538., 4655., 4760., 4863., 4971., 5098., 5277.,
 60023."
/data/LL68RJS_494600_LIMPA_AL_32580nm.nc,120,1758,218,1022,226,1030,3661.022297,3743.426694,TUP,SANTOS,LIMPA,BVE,,,GST,12.5,16.2,-5.928740912,GST,GST,HPQHPR,HPQ,HPR,1.096910013," 2845., 7051., 7410., 7743.,59464."," 2845., 6955., 7279., 7538., 7823.,59464."," 2845., 6684., 6955., 7134., 7279., 7410., 7538., 7671., 7823., 8031.,
 59464."
/data/BUZ52_596280_SUJA_AL_40720nm.nc,320,1530,197,824,218,845,4560.237249,3945.047214,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 4079., 8287., 8515., 8723.,62447."," 4079., 8224., 8433., 8595., 8773.,62447."," 4079., 8040., 8224., 8341., 8433., 8515., 8595., 8678., 8773., 8907.,
 62447."
/data/RJS757D_637350_SUJA_AL_35630nm.nc,100,1565,220,917,214,911,5591.324866,9955.190117,,CAMPOS(M),SUJA,,,,,,,,,,,,,," 6626.,15092.,15498.,15885.,31924."," 6626.,14987.,15348.,15645.,15979.,31924."," 6626.,14694.,14987.,15185.,15348.,15498.,15645.,15800.,15979.,16225.,
 31924."
/data/RO78DARJS_423300_LIMPA_AL_33605nm.nc,84,987,221,994,220,993,5211.928972,5047.205745,RO,CAMPOS(M),LIMPA,,,,DOL,51.9,25.8,-5.303236097,DOL,DOL,HPQHPR,HPQ,HPR,1.715167358," 2655., 9581.,10389.,11008.,65335."," 2655., 9330.,10117.,10636.,11147.,65335."," 2655., 8527., 9330., 9786.,10117.,10389.,10636.,10880.,11147.,11498.,
 65335."
/data/SPS106_635000_LIMPA_AL_20000nm.nc,135,1540,328,1124,307,1103,6042.725303,3852.366916,,SANTOS,LIMPA,,,,,,,,,,,,,,"  770., 9483., 9909.,10319.,62231.","  770., 9375., 9751.,10064.,10422.,62231.","  770., 9089., 9375., 9579., 9751., 9909.,10064.,10228.,10422.,10710.,
 62231."
/data/RJS730_533600_LIMPA_AL_20315nm.nc,60,1192,213,993,205,985,7693.2706,3530.7128,ATP,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 6788.,10674.,11203.,11718.,63089."," 6788.,10553.,10995.,11412.,11820.,63089."," 6788.,10228.,10553.,10785.,10995.,11203.,11412.,11617.,11820.,12054.,
 63089."
/data/MLL61_F0764H_LIMPA_P_34600nm.nc,52,1392,213,963,211,961,2747.633936,3733.652366,MLL,CAMPOS(M),LIMPA,QM,IH1,TRUE,,,,,,,,,,," 2170., 6238., 6533., 6757.,26892."," 2170., 6132., 6437., 6620., 6809.,26892."," 2170., 5723., 6132., 6317., 6437., 6533., 6620., 6709., 6809., 6945.,
 26892."
/data/RJS709_G0033H_LIMPA_P_42626nm.nc,80,1670,241,849,234,842,4262.515346,4936.900334,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,LMT,114,10.7,-4.959488136,LMT,LMT,HPQHPR,HPQ,HPR,2.056904851," 2641., 8742., 9326., 9877.,65335."," 2641., 8588., 9110., 9538.,10004.,65335."," 2641., 8149., 8588., 8875., 9110., 9326., 9538., 9759.,10004.,10319.,
 65335."
/data/RJS755_627260_LIMPA_AL_23400nm.nc,60,1160,399,1068,236,905,2402.640349,6457.359293,,CAMPOS(M),LIMPA,,,,,,,,,,,,,," 5048., 8570., 8927., 9354.,25610."," 5048., 8486., 8788., 9075., 9484.,25610."," 5048., 8268., 8486., 8646., 8788., 8927., 9075., 9248., 9484., 9893.,
 25610."
/data/RJS743_V017673H_SECA_P_42400nm.nc,230,1675,201,804,223,826,2001.652839,3824.52173,MRO,SANTOS,LIMPA,,VH1,TRUE,ESF,6.15,13.4,-6.215727889,ESF,ESF,LPQHPR,LPQ,HPR,0.788875116," 2069., 5674., 5895., 6153.,62408."," 2069., 5618., 5811., 5985., 6225.,62408."," 2069., 5456., 5618., 5723., 5811., 5895., 5985., 6090., 6225., 6400.,
 62408."
/data/RJS743_V017673H_LIMPA_P_59555nm.nc,35,1705,131,560,146,575,3348.298348,5300.748256,MRO,SANTOS,LIMPA,,VH1,TRUE,ESF,6.15,13.4,-6.215112594,ESF,ESF,LPQHPR,LPQ,HPR,0.788875116," 3909., 8387., 8675., 8987.,58322."," 3909., 8316., 8565., 8788., 9068.,58322."," 3909., 8122., 8316., 8450., 8565., 8675., 8788., 8915., 9068., 9282.,
 58322."
/data/RJS735ARJ_535780_LIMPA_AL_18455nm.nc,55,1580,243,1084,245,1086,4149.915507,5037.791582,LIBR,SANTOS,LIMPA,,,,,,,,,,,,,," 5085., 8767., 9238., 9767.,23623."," 5085., 8655., 9057., 9427., 9914.,23623."," 5085., 8366., 8655., 8869., 9057., 9238., 9427., 9641., 9914.,10374.,
 23623."
/data/SPS107B_569150_LIMPA_AL_35410nm.nc,90,1716,224,963,204,943,5866.750206,4521.303583,UIRA,SANTOS,LIMPA,BVE,,,ETR,4.01,7,-6.421633025,ETR,ETR,LPQHPR,LPQ,HPR,0.603144373," 4127.,10093.,10383.,10643.,58650."," 4127.,10013.,10279.,10483.,10706.,58650."," 4127., 9774.,10013.,10162.,10279.,10383.,10483.,10587.,10706.,10870.,
 58650."
/data/RJS681_F3971H_LIMPA_P_34003nm.nc,40,1625,199,947,202,950,14351.45402,4197.060362,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,,100,9.4,-5.000074334,,,HPQHPR,HPQ,HPR,2,"11163.,18364.,18618.,18836.,62704.","11163.,18282.,18531.,18702.,18889.,62704.","11163.,17782.,18282.,18428.,18531.,18618.,18702.,18789.,18889.,19027.,
 62704."
/data/STAT10C_639850_SUJA_AL_19800nm.nc,60,1345,243,1054,243,1054,6350.690004,4134.86618,,SANTOS,SUJA,,,,,,,,,,,,,," 5439.,10139.,10522.,10857.,28261."," 5439.,10033.,10384.,10653.,10934.,28261."," 5439., 9717.,10033.,10229.,10384.,10522.,10653.,10786.,10934.,11129.,
 28261."
/data/BUZ54_565030_SUJA_AL_34015nm.nc,100,1555,211,970,214,973,4353.283666,4182.890784,BUZ,SANTOS,SUJA,,,,,11.87,8.3,-5.938610451,,,HPQHPR,HPQ,HPR,1.074450719," 3870., 8208., 8534., 8816.,57284."," 3870., 8113., 8419., 8643., 8883.,57284."," 3870., 7804., 8113., 8287., 8419., 8534., 8643., 8755., 8883., 9061.,
 57284."
